Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall  Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score,Location
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,Cook,28.10,78.69,86.97,76.83,77.47,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,79.13,79.20,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,58.81,65.51,1 out of 10,3 out of 9,3 out of 10,11.30,51.42,62.77,49.16,51.42,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,58.39,61.16,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,62.00,64.28,0 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,84.16,83.02,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,61.89,66.45,0 out of 10,1 out of 9,1 out of 10,7,16,"701 WEST NORTH AVE MELROSE PARK, IL 60160 (41.908342, -87.841101)"
370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,Comanche,28.10,78.69,86.97,74.18,74.04,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.44,78.57,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,60.33,65.21,1 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,53.23,52.77,2 out of 10,0 out of 9,2 out of 10,11.38,63.26,73.53,62.58,66.98,4 out of 10,4 out of 9,4 out of 10,22.85,65.58,79.06,70.46,68.45,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,87.26,85.47,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,67.05,71.21,1 out of 10,2 out of 9,2 out of 10,12,18,"5602 SOUTHWEST LEE BOULEVARD LAWTON, OK 73505 (34.594384, -98.461692)"
360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,Allen,28.10,78.69,86.97,76.33,76.21,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,74.27,70.04,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,64.38,61.97,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,46.43,45.97,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,56.43,55.84,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,64.17,62.80,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,88.65,89.44,5 out of 10,2 out of 9,5 out of 10,28.39,70.85,84.83,73.52,67.65,0 out of 10,0 out of 9,0 out of 10,5,15,"1001 BELLEFONTAINE AVENUE LIMA, OH 45804 (40.735602, -84.087713)"
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,Saint Lucie,28.10,78.69,86.97,73.88,73.35,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,75.62,73.80,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,59.91,60.59,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,42.71,42.91,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.98,57.81,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,57.52,51.98,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,83.65,82.56,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,61.21,57.80,0 out of 10,0 out of 9,0 out of 10,0,13,"1700 S 23RD ST FORT PIERCE, FL 34950 (27.431942, -80.347352)"
390030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,Schuylkill,28.10,78.69,86.97,75.97,Not Available,Not Available,Not Available,Not Available,33.46,80.32,88.62,74.42,Not Available,Not Available,Not Available,Not Available,32.72,65.16,80.15,66.46,Not Available,Not Available,Not Available,Not Available,11.30,51.42,62.77,43.75,Not Available,Not Available,Not Available,Not Available,11.38,63.26,73.53,63.39,Not Available,Not Available,Not Available,Not Available,22.85,65.58,79.06,63.90,Not Available,Not Available,Not Available,Not Available,61.96,87.05,91.87,80.97,Not Available,Not Available,Not Available,Not Available,28.39,70.85,84.83,55.08,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"420 SOUTH JACKSON STREET POTTSVILLE, PA 17901 (40.683749, -76.188858)"
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,Chester,28.10,78.69,86.97,85.09,84.68,7 out of 10,0 out of 9,7 out of 10,33.46,80.32,88.62,82.39,81.09,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,75.81,73.58,6 out of 10,0 out of 9,6 out of 10,11.30,51.42,62.77,56.51,55.30,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,66.65,66.46,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,74.92,71.16,4 out of 10,0 out of 9,4 out of 10,61.96,87.05,91.87,89.38,88.42,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,82.64,80.39,7 out of 10,0 out of 9,7 out of 10,35,20,"701 EAST MARSHALL STREET WEST CHESTER, PA 19380 (39.97186, -75.600924)"
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,Shelby,28.10,78.69,86.97,75.34,75.01,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.03,80.22,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,56.53,58.36,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,50.52,49.27,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,63.45,61.05,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,61.62,65.71,1 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,86.36,87.61,2 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,69.52,68.78,0 out of 10,0 out of 9,0 out of 10,4,15,"1000 FIRST STREET NORTH ALABASTER, AL 35007 (33.253679, -86.814261)"
490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,Fairfax,28.10,78.69,86.97,77.94,81.92,4 out of 10,4 out of 9,4 out of 10,33.46,80.32,88.62,79.83,82.75,3 out of 10,3 out of 9,3 out of 10,32.72,65.16,80.15,64.09,67.40,2 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,54.15,59.50,7 out of 10,6 out of 9,7 out of 10,11.38,63.26,73.53,66.52,63.65,1 out of 10,0 out of 9,1 out of 10,22.85,65.58,79.06,65.75,70.82,4 out of 10,3 out of 9,4 out of 10,61.96,87.05,91.87,87.03,89.17,4 out of 10,4 out of 9,4 out of 10,28.39,70.85,84.83,78.15,81.46,7 out of 10,4 out of 9,7 out of 10,32,20,"3600 JOSEPH SIEWICK DRIVE FAIRFAX, VA 22033 (38.882234, -77.382499)"
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,Dickinson,28.10,78.69,86.97,78.36,78.16,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,79.44,79.52,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.66,70.30,4 out of 10,4 out of 9,4 out of 10,11.30,51.42,62.77,52.23,54.22,3 out of 10,1 out of 9,3 out of 10,11.38,63.26,73.53,60.32,66.85,4 out of 10,4 out of 9,4 out of 10,22.85,65.58,79.06,68.80,72.52,5 out of 10,3 out of 9,5 out of 10,61.96,87.05,91.87,89.12,90.92,8 out of 10,6 out of 9,8 out of 10,28.39,70.85,84.83,65.23,74.12,3 out of 10,4 out of 9,4 out of 10,28,19,"1721 S STEPHENSON AVE IRON MOUNTAIN, MI 49801 (45.808572, -88.044268)"
380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,Washington,28.10,78.69,86.97,78.05,75.33,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.68,76.98,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.54,63.99,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,44.81,50.96,0 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,63.02,65.64,3 out of 10,2 out of 9,3 out of 10,22.85,65.58,79.06,60.57,56.44,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,90.44,88.55,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,64.20,67.34,0 out of 10,1 out of 9,1 out of 10,10,15,"335 SE 8TH AVENUE HILLSBORO, OR 97123 (45.519623, -122.97731)"
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,Maricopa,28.10,78.69,86.97,77.73,78.35,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.65,77.67,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,64.17,62.99,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,54.63,51.84,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,65.66,61.12,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,64.63,62.70,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,85.78,86.16,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,74.82,76.29,4 out of 10,1 out of 9,4 out of 10,5,18,"350 WEST THOMAS ROAD PHOENIX, AZ 85013 (33.480294, -112.079208)"
040069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,Mississippi,28.10,78.69,86.97,69.33,77.67,0 out of 10,4 out of 9,4 out of 10,33.46,80.32,88.62,74.03,78.77,0 out of 10,3 out of 9,3 out of 10,32.72,65.16,80.15,55.38,74.07,6 out of 10,7 out of 9,7 out of 10,11.30,51.42,62.77,35.92,44.58,0 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,61.71,68.07,5 out of 10,5 out of 9,5 out of 10,22.85,65.58,79.06,59.35,67.68,2 out of 10,4 out of 9,4 out of 10,61.96,87.05,91.87,71.91,80.99,0 out of 10,4 out of 9,4 out of 10,28.39,70.85,84.83,53.18,64.60,0 out of 10,3 out of 9,3 out of 10,33,15,"1520 N DIVISION STREET BLYTHEVILLE, AR 72315 (35.943011, -89.918929)"
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,Los Angeles,28.10,78.69,86.97,60.28,59.90,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,67.02,64.70,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,43.53,43.90,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,33.38,34.49,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,45.75,46.15,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,51.98,51.71,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,74.51,73.97,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,45.23,43.68,0 out of 10,0 out of 9,0 out of 10,0,6,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)"
310096,SAINT MICHAEL'S MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,07102,Essex,28.10,78.69,86.97,73.04,73.58,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.95,76.65,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,58.00,64.18,0 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,48.51,47.79,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.75,53.84,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,66.78,69.07,3 out of 10,1 out of 9,3 out of 10,61.96,87.05,91.87,76.95,79.75,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,65.15,68.46,0 out of 10,1 out of 9,1 out of 10,7,14,"111 CENTRAL AVENUE NEWARK, NJ 07102 (40.743034, -74.174503)"
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,Santa Rosa,28.10,78.69,86.97,73.85,75.18,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,77.57,78.35,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,59.60,70.65,4 out of 10,5 out of 9,5 out of 10,11.30,51.42,62.77,44.23,51.24,0 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,56.24,62.25,0 out of 10,3 out of 9,3 out of 10,22.85,65.58,79.06,61.80,66.66,1 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,83.69,86.24,0 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,59.91,71.22,1 out of 10,4 out of 9,4 out of 10,21,18,"6002 BERRYHILL RD MILTON, FL 32570 (30.632616, -87.06825)"
260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,Platte,28.10,78.69,86.97,73.94,80.59,3 out of 10,5 out of 9,5 out of 10,33.46,80.32,88.62,79.46,81.50,2 out of 10,2 out of 9,2 out of 10,32.72,65.16,80.15,58.30,64.22,0 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,55.45,56.96,5 out of 10,2 out of 9,5 out of 10,11.38,63.26,73.53,58.89,70.96,7 out of 10,8 out of 9,8 out of 10,22.85,65.58,79.06,67.63,69.65,3 out of 10,1 out of 9,3 out of 10,61.96,87.05,91.87,89.69,91.47,9 out of 10,8 out of 9,9 out of 10,28.39,70.85,84.83,72.67,78.96,6 out of 10,5 out of 9,6 out of 10,40,19,"5830 N W BARRY ROAD KANSAS CITY, MO 64154 (39.246883, -94.647898)"
240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,SHAKOPEE,MN,55379,Scott,28.10,78.69,86.97,82.44,82.15,4 out of 10,0 out of 9,4 out of 10,33.46,80.32,88.62,82.24,81.93,2 out of 10,0 out of 9,2 out of 10,32.72,65.16,80.15,70.28,68.02,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,56.02,55.44,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,66.10,64.53,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,72.91,72.88,5 out of 10,0 out of 9,5 out of 10,61.96,87.05,91.87,87.94,87.62,2 out of 10,0 out of 9,2 out of 10,28.39,70.85,84.83,77.71,77.45,5 out of 10,0 out of 9,5 out of 10,26,20,"1455 ST FRANCIS AVENUE SHAKOPEE, MN 55379 (44.770075, -93.503569)"
240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,WACONIA,MN,55387,Carver,28.10,78.69,86.97,85.86,85.72,8 out of 10,0 out of 9,8 out of 10,33.46,80.32,88.62,85.94,87.07,8 out of 10,4 out of 9,8 out of 10,32.72,65.16,80.15,76.01,74.85,6 out of 10,0 out of 9,6 out of 10,11.30,51.42,62.77,58.14,58.89,6 out of 10,1 out of 9,6 out of 10,11.38,63.26,73.53,70.24,70.82,7 out of 10,1 out of 9,7 out of 10,22.85,65.58,79.06,77.59,77.95,9 out of 10,2 out of 9,9 out of 10,61.96,87.05,91.87,89.50,92.20,10 out of 10,9 out of 9,10 out of 10,28.39,70.85,84.83,83.35,85.65,10 out of 10,9 out of 9,10 out of 10,64,20,"500 SOUTH MAPLE STREET WACONIA, MN 55387 (44.843306, -93.790772)"
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,Jefferson,28.10,78.69,86.97,77.39,77.67,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,78.54,78.41,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.38,63.89,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.41,48.71,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,64.55,62.82,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,63.74,61.12,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.55,87.36,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,63.21,63.37,0 out of 10,0 out of 9,0 out of 10,1,16,"830 WASHINGTON STREET WATERTOWN, NY 13601 (43.96489, -75.912761)"
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,Orleans,28.10,78.69,86.97,79.78,77.49,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,83.64,80.98,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,64.59,63.99,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,53.92,52.81,2 out of 10,0 out of 9,2 out of 10,11.38,63.26,73.53,67.64,67.14,4 out of 10,0 out of 9,4 out of 10,22.85,65.58,79.06,66.86,66.58,1 out of 10,0 out of 9,1 out of 10,61.96,87.05,91.87,86.85,85.91,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,72.84,70.55,0 out of 10,0 out of 9,0 out of 10,8,19,"1415 TULANE AVE NEW ORLEANS, LA 70112 (29.955263, -90.076121)"
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD,BATON ROUGE,LA,70806,East Baton Rouge,28.10,78.69,86.97,79.70,81.27,3 out of 10,2 out of 9,3 out of 10,33.46,80.32,88.62,83.33,83.89,4 out of 10,1 out of 9,4 out of 10,32.72,65.16,80.15,62.23,64.42,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,55.98,57.17,5 out of 10,1 out of 9,5 out of 10,11.38,63.26,73.53,64.61,65.04,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,72.62,74.08,6 out of 10,2 out of 9,6 out of 10,61.96,87.05,91.87,85.90,87.57,1 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,75.45,78.09,5 out of 10,2 out of 9,5 out of 10,28,19,"3600 FLORIDA BLVD BATON ROUGE, LA 70806 (30.450336, -91.154638)"
390150,WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,Greene,28.10,78.69,86.97,83.80,80.98,3 out of 10,0 out of 9,3 out of 10,33.46,80.32,88.62,85.44,79.89,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,72.12,65.61,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,45.95,52.82,2 out of 10,4 out of 9,4 out of 10,11.38,63.26,73.53,66.44,62.57,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,68.86,72.02,5 out of 10,3 out of 9,5 out of 10,61.96,87.05,91.87,88.70,88.33,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,61.83,66.19,0 out of 10,1 out of 9,1 out of 10,17,17,"350 BONAR AVENUE WAYNESBURG, PA 15370 (39.900605, -80.173929)"
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,Newport News City,28.10,78.69,86.97,80.51,73.36,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,83.16,78.56,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,65.94,55.98,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,51.94,47.53,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,64.19,56.36,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,65.49,62.03,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,84.53,83.82,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,72.99,66.68,0 out of 10,0 out of 9,0 out of 10,0,14,"500 J CLYDE MORRIS BLVD NEWPORT NEWS, VA 23601 (37.06389, -76.4854)"
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,Maricopa,28.10,78.69,86.97,72.53,71.81,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.88,75.46,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,59.27,62.47,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,46.51,46.45,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,57.47,58.67,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,63.87,63.47,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,84.97,85.83,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,63.23,64.87,0 out of 10,0 out of 9,0 out of 10,2,17,"1800 EAST VAN BUREN STREET PHOENIX, AZ 85006 (33.451436, -112.042767)"
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,Steuben,28.10,78.69,86.97,77.66,79.84,2 out of 10,2 out of 9,2 out of 10,33.46,80.32,88.62,81.18,79.51,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,74.94,68.49,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,55.13,46.54,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.11,68.13,5 out of 10,5 out of 9,5 out of 10,22.85,65.58,79.06,68.48,64.73,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.45,81.19,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,67.54,59.18,0 out of 10,0 out of 9,0 out of 10,9,14,"411 CANISTEO STREET HORNELL, NY 14843 (42.314575, -77.660142)"
170146,PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,KS,66112,Wyandotte,28.10,78.69,86.97,77.83,76.63,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,78.81,77.69,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.18,66.39,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,48.72,52.38,1 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,65.73,62.75,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,66.23,67.74,2 out of 10,1 out of 9,2 out of 10,61.96,87.05,91.87,85.03,84.67,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,66.87,68.85,0 out of 10,1 out of 9,1 out of 10,6,18,"8929 PARALLEL PARKWAY KANSAS CITY, KS 66112 (39.128582, -94.786329)"
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,Erie,28.10,78.69,86.97,75.03,79.04,1 out of 10,3 out of 9,3 out of 10,33.46,80.32,88.62,77.66,82.09,2 out of 10,4 out of 9,4 out of 10,32.72,65.16,80.15,62.32,70.85,4 out of 10,4 out of 9,4 out of 10,11.30,51.42,62.77,50.00,52.16,1 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,56.77,59.61,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,66.23,71.09,4 out of 10,3 out of 9,4 out of 10,61.96,87.05,91.87,87.06,87.36,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,69.49,69.32,0 out of 10,0 out of 9,0 out of 10,18,18,"1111 HAYES AVENUE SANDUSKY, OH 44870 (41.446222, -82.708764)"
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,Hancock,28.10,78.69,86.97,83.09,84.74,7 out of 10,4 out of 9,7 out of 10,33.46,80.32,88.62,82.53,82.11,2 out of 10,0 out of 9,2 out of 10,32.72,65.16,80.15,69.78,73.24,5 out of 10,3 out of 9,5 out of 10,11.30,51.42,62.77,61.12,59.55,7 out of 10,0 out of 9,7 out of 10,11.38,63.26,73.53,65.50,68.23,5 out of 10,3 out of 9,5 out of 10,22.85,65.58,79.06,75.26,74.38,6 out of 10,0 out of 9,6 out of 10,61.96,87.05,91.87,90.54,90.55,7 out of 10,0 out of 9,7 out of 10,28.39,70.85,84.83,77.48,81.19,7 out of 10,5 out of 9,7 out of 10,46,20,"801 N STATE ST GREENFIELD, IN 46140 (39.794952, -85.769604)"
390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,Warren,28.10,78.69,86.97,78.68,79.23,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,77.84,75.85,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,68.31,68.90,3 out of 10,0 out of 9,3 out of 10,11.30,51.42,62.77,46.88,46.00,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.39,62.96,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,61.70,61.65,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,88.62,81.63,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,62.97,60.34,0 out of 10,0 out of 9,0 out of 10,5,15,"TWO CRESCENT PARK WEST WARREN, PA 16365"
